precision;recall;f1;accuracy;total;type;threshold
25,43253968;30,27777778;23,2473545;46,66666667;60;falltookPlace;0,6
0;0;0;0;76;fallhasTimeSpan;0,6
29,6921421;49,66535881;33,67334248;53,9406346;977;ALL;0,7
10,07163247;33,91304348;14,00467166;33,91304348;230;BeginsAt;0,7
22,80445934;38,95921238;26,30646188;39,87341772;158;tookPlaceAt;0,7
50,08483853;88,50574713;59,72344913;88,79310345;116;carriedOutBy;0,7
47,22127174;72,45508982;53,47733105;72,45508982;167;showsFeatures;0,7
51,36920619;61,56349206;53,74980099;78,0952381;105;fallsWithin;0,7
28,49848511;49,75095785;31,77455476;65,51724138;87;hadParticipant;0,7
16,66666667;16,66666667;16,66666667;16,66666667;6;hadParticipantBegins;0,7
30,22796353;27,83687943;24,5661785;46,80851064;47;falltookPlace;0,7
0;0;0;0;61;fallhasTimeSpan;0,7
34,74786765;51,05422548;38,07483486;56,23268698;722;ALL;0,8
14,65931291;35;18,40870518;35;200;BeginsAt;0,8
30,78578579;42,84284284;33,63135521;44,14414414;111;tookPlaceAt;0,8
56,27676112;88,78787879;64,94615406;89,09090909;110;carriedOutBy;0,8
48,4939759;60,24096386;51,68674699;60,24096386;83;showsFeatures;0,8
54,67827627;61,95752165;56,27000991;80,68181818;88;fallsWithin;0,8
32,93250938;49,20833333;35,34694158;65;80;hadParticipant;0,8
0;0;0;0;3;hadParticipantBegins;0,8
37,14285714;32,75862069;29,71090212;55,17241379;29;falltookPlace;0,8
0;0;0;0;18;fallhasTimeSpan;0,8
39,48274539;49,3329018;40,63592273;55,55555556;423;ALL;0,9
16,2405107;25,36231884;18,13146998;25,36231884;138;BeginsAt;0,9
40,09259259;51,02880658;42,15848263;53,7037037;54;tookPlaceAt;0,9
64,23913043;86,32246377;70,44254658;86,95652174;92;carriedOutBy;0,9
50;50;50;50;16;showsFeatures;0,9
62,15811966;67,87851038;62,70838848;87,17948718;39;fallsWithin;0,9
37,28551751;45,80808081;36,01948927;63,63636364;66;hadParticipant;0,9
0;0;0;0;2;hadParticipantBegins;0,9
53,84615385;15,38461538;23,58974359;53,84615385;13;falltookPlace;0,9
0;0;0;0;3;fallhasTimeSpan;0,9
